"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","Get users list","tests","Fri Nov 28 12:49:35 UTC 2025","passed","Fri Nov 28 12:49:35 UTC 2025","TestUsers","test_users","",""
"","1","Get user with SQL injection in ID","tests","Fri Nov 28 12:49:54 UTC 2025","passed","Fri Nov 28 12:49:54 UTC 2025","TestUsers","test_users","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 12:49:47 UTC 2025","passed","Fri Nov 28 12:49:47 UTC 2025","TestUsers","test_users","",""
"","1","Get user by ID - user not found","tests","Fri Nov 28 12:49:39 UTC 2025","passed","Fri Nov 28 12:49:39 UTC 2025","TestUsers","test_users","",""
"","0","Get user with SQL injection in ID","tests","Fri Nov 28 12:49:54 UTC 2025","passed","Fri Nov 28 12:49:54 UTC 2025","TestUsers","test_users","",""
"","2","Update user - user not found","tests","Fri Nov 28 12:49:41 UTC 2025","passed","Fri Nov 28 12:49:41 UTC 2025","TestUsers","test_users","",""
"","5","Get all posts for user","tests","Fri Nov 28 12:49:29 UTC 2025","passed","Fri Nov 28 12:49:29 UTC 2025","TestPosts","test_posts","",""
"","1","Create user - negative","tests","Fri Nov 28 12:49:37 UTC 2025","passed","Fri Nov 28 12:49:37 UTC 2025","TestUsers","test_users","",""
"","1","Get user with SQL injection in ID","tests","Fri Nov 28 12:49:53 UTC 2025","passed","Fri Nov 28 12:49:53 UTC 2025","TestUsers","test_users","",""
"","1","Create user with SQL injection attempt","tests","Fri Nov 28 12:49:51 UTC 2025","passed","Fri Nov 28 12:49:51 UTC 2025","TestUsers","test_users","",""
"","1","Create a user todo - negative test - missing required fields","tests","Fri Nov 28 12:49:34 UTC 2025","passed","Fri Nov 28 12:49:34 UTC 2025","TestTodos","test_todos","",""
"","1","Delete user - user not found","tests","Fri Nov 28 12:49:43 UTC 2025","passed","Fri Nov 28 12:49:43 UTC 2025","TestUsers","test_users","",""
"","2","Update user with SQL injection attempt","tests","Fri Nov 28 12:49:52 UTC 2025","passed","Fri Nov 28 12:49:52 UTC 2025","TestUsers","test_users","",""
"","2","Delete user - positive","tests","Fri Nov 28 12:49:42 UTC 2025","passed","Fri Nov 28 12:49:42 UTC 2025","TestUsers","test_users","",""
"","6","Create a user's post","tests","Fri Nov 28 12:49:30 UTC 2025","passed","Fri Nov 28 12:49:30 UTC 2025","TestPosts","test_posts","",""
"","4","Create todo for user","tests","Fri Nov 28 12:49:33 UTC 2025","passed","Fri Nov 28 12:49:33 UTC 2025","TestTodos","test_todos","",""
"","2","Create a user post - negative test - missing required fields","tests","Fri Nov 28 12:49:32 UTC 2025","passed","Fri Nov 28 12:49:32 UTC 2025","TestPosts","test_posts","",""
"","1","Create user with overflow payload","tests","Fri Nov 28 12:49:45 UTC 2025","passed","Fri Nov 28 12:49:45 UTC 2025","TestUsers","test_users","",""
"","1","Update user with SQL injection attempt","tests","Fri Nov 28 12:49:51 UTC 2025","passed","Fri Nov 28 12:49:51 UTC 2025","TestUsers","test_users","",""
"","1","Create user - negative","tests","Fri Nov 28 12:49:37 UTC 2025","passed","Fri Nov 28 12:49:37 UTC 2025","TestUsers","test_users","",""
"","2","Update user with SQL injection attempt","tests","Fri Nov 28 12:49:52 UTC 2025","passed","Fri Nov 28 12:49:52 UTC 2025","TestUsers","test_users","",""
"","1","Create a user post - negative test - missing required fields","tests","Fri Nov 28 12:49:31 UTC 2025","passed","Fri Nov 28 12:49:31 UTC 2025","TestPosts","test_posts","",""
"","3","Get user by ID - positive","tests","Fri Nov 28 12:49:38 UTC 2025","passed","Fri Nov 28 12:49:38 UTC 2025","TestUsers","test_users","",""
"","5","Get all todos for user","tests","Fri Nov 28 12:49:33 UTC 2025","passed","Fri Nov 28 12:49:33 UTC 2025","TestTodos","test_todos","",""
"","1","Update user with overflow payload","tests","Fri Nov 28 12:49:46 UTC 2025","passed","Fri Nov 28 12:49:46 UTC 2025","TestUsers","test_users","",""
"","2","Create user with overflow payload","tests","Fri Nov 28 12:49:45 UTC 2025","passed","Fri Nov 28 12:49:45 UTC 2025","TestUsers","test_users","",""
"","1","Create a user todo - negative test - missing required fields","tests","Fri Nov 28 12:49:34 UTC 2025","passed","Fri Nov 28 12:49:34 UTC 2025","TestTodos","test_todos","",""
"","2","Update user with SQL injection attempt","tests","Fri Nov 28 12:49:53 UTC 2025","passed","Fri Nov 28 12:49:53 UTC 2025","TestUsers","test_users","",""
"","1","Create a user post - negative test - missing required fields","tests","Fri Nov 28 12:49:30 UTC 2025","passed","Fri Nov 28 12:49:30 UTC 2025","TestPosts","test_posts","",""
"","4","Get posts list for user","tests","Fri Nov 28 12:49:29 UTC 2025","passed","Fri Nov 28 12:49:29 UTC 2025","TestPosts","test_posts","",""
"","4","Update user - positive","tests","Fri Nov 28 12:49:40 UTC 2025","passed","Fri Nov 28 12:49:40 UTC 2025","TestUsers","test_users","",""
"","1","Create user - negative","tests","Fri Nov 28 12:49:36 UTC 2025","passed","Fri Nov 28 12:49:36 UTC 2025","TestUsers","test_users","",""
"","1","Update user - user not found","tests","Fri Nov 28 12:49:40 UTC 2025","passed","Fri Nov 28 12:49:40 UTC 2025","TestUsers","test_users","",""
"","1","Update user - user not found","tests","Fri Nov 28 12:49:41 UTC 2025","passed","Fri Nov 28 12:49:41 UTC 2025","TestUsers","test_users","",""
"","1","Create a user todo - negative test - missing required fields","tests","Fri Nov 28 12:49:35 UTC 2025","passed","Fri Nov 28 12:49:35 UTC 2025","TestTodos","test_todos","",""
"","5","Get todos list for user","tests","Fri Nov 28 12:49:32 UTC 2025","passed","Fri Nov 28 12:49:32 UTC 2025","TestTodos","test_todos","",""
"","4","Create user - positive","tests","Fri Nov 28 12:49:36 UTC 2025","passed","Fri Nov 28 12:49:36 UTC 2025","TestUsers","test_users","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 12:49:47 UTC 2025","passed","Fri Nov 28 12:49:47 UTC 2025","TestUsers","test_users","",""
"","5","Delete updated user","tests","Fri Nov 28 12:49:42 UTC 2025","passed","Fri Nov 28 12:49:42 UTC 2025","TestUsers","test_users","",""
"","1","Create user with overflow payload","tests","Fri Nov 28 12:49:44 UTC 2025","passed","Fri Nov 28 12:49:44 UTC 2025","TestUsers","test_users","",""
"","1","Get user by ID - user not found","tests","Fri Nov 28 12:49:39 UTC 2025","passed","Fri Nov 28 12:49:39 UTC 2025","TestUsers","test_users","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 12:49:49 UTC 2025","passed","Fri Nov 28 12:49:49 UTC 2025","TestUsers","test_users","",""
"","1","Create user with SQL injection attempt","tests","Fri Nov 28 12:49:48 UTC 2025","passed","Fri Nov 28 12:49:48 UTC 2025","TestUsers","test_users","",""
"","1","Get user by ID - user not found","tests","Fri Nov 28 12:49:38 UTC 2025","passed","Fri Nov 28 12:49:38 UTC 2025","TestUsers","test_users","",""
"","1","Create user with SQL injection attempt","tests","Fri Nov 28 12:49:49 UTC 2025","passed","Fri Nov 28 12:49:49 UTC 2025","TestUsers","test_users","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 12:49:48 UTC 2025","passed","Fri Nov 28 12:49:48 UTC 2025","TestUsers","test_users","",""
"","1","Delete user - user not found","tests","Fri Nov 28 12:49:44 UTC 2025","passed","Fri Nov 28 12:49:44 UTC 2025","TestUsers","test_users","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 12:49:50 UTC 2025","passed","Fri Nov 28 12:49:50 UTC 2025","TestUsers","test_users","",""
"","2","Create user with SQL injection attempt","tests","Fri Nov 28 12:49:50 UTC 2025","passed","Fri Nov 28 12:49:50 UTC 2025","TestUsers","test_users","",""
"","2","Update user with overflow payload","tests","Fri Nov 28 12:49:46 UTC 2025","passed","Fri Nov 28 12:49:46 UTC 2025","TestUsers","test_users","",""
"","1","Delete user - user not found","tests","Fri Nov 28 12:49:43 UTC 2025","passed","Fri Nov 28 12:49:43 UTC 2025","TestUsers","test_users","",""
"","1","Get user with SQL injection in ID","tests","Fri Nov 28 12:49:55 UTC 2025","passed","Fri Nov 28 12:49:55 UTC 2025","TestUsers","test_users","",""
